id,type,scene_id,target_objs_id,target_actions,language_sentence,language_words_op,gpointing_obj_probs
00-00-10-00,0,00-00,['00-00-02-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.0025958666168066653, 0.0022646867029035645, 1.0, 0.00039965597575363285, 0.0004332905037763247, 0.0015729831375849827, 0.9918123963069732, 0.0009211207562016732]"
00-00-11-01,1,00-00,['00-00-02-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.09589858731475251, 0.05666264894647818, 1.0, 0.028779481104144182, 0.02846384801011836, 0.6983071748842448, 1.0, 0.09188825974026214]"
00-00-12-02,2,00-00,['00-00-02-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.38963955392497374, 0.18035194927865064, 1.0, 0.09219036178741118, 0.0882124836860982, 1.0, 1.0, 0.24960565132286633]"
00-00-13-03,3,00-00,['00-00-02-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.5248899723408019, 0.16597826455832707, 1.0, 0.032590809409531206, 0.03378373280160487, 0.17095349106114655, 1.0, 0.07180372982858847]"
00-00-14-04,4,00-00,['00-00-02-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.18510564251426564, 0.13092391286339344, 1.0, 0.054031775344437205, 0.056121723624123813, 0.4054238306930296, 1.0, 0.16839311496075024]"
00-00-15-00,0,00-00,['00-00-03-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.003644673515961055, 0.0035108653331005543, 0.005317579809808457, 1.0, 0.931006827374377, 0.021694278667237558, 0.006098861315571345, 0.02872691398394394]"
00-00-16-01,1,00-00,['00-00-03-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.05196461333166845, 0.05061200603196085, 0.07645543890218459, 1.0, 1.0, 0.2779340852920485, 0.08590600272695037, 0.45712785371518727]"
00-00-17-02,2,00-00,['00-00-03-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.029421755921109488, 0.028303990590598686, 0.040979847125579186, 1.0, 0.556280520395698, 0.1522079829100566, 0.048221250506296956, 0.1445846525506611]"
00-00-18-03,3,00-00,['00-00-03-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.060587299543776445, 0.05920824318181236, 0.08711723659060103, 1.0, 1.0, 0.29312441673591016, 0.09861450610777313, 0.40134829784012693]"
00-00-19-04,4,00-00,['00-00-03-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.050721662649381466, 0.05065036385759335, 0.0759055897385714, 1.0, 1.0, 0.2203328740680052, 0.08167710952225744, 0.5207124001641913]"
00-00-20-00,0,00-00,['00-00-04-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.06316146420418359, 0.06538199906987344, 0.09439431858332814, 1.0, 1.0, 0.2099249853577085, 0.09735727988251132, 0.469779952902395]"
00-00-21-01,1,00-00,['00-00-04-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.024397475213903345, 0.025630070497782726, 0.03723013990861369, 0.6064248107452874, 1.0, 0.07657486376020163, 0.037334029409397416, 0.19240861046481383]"
00-00-22-02,2,00-00,['00-00-04-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.07970582978809904, 0.08149383727650164, 0.11107209874141737, 1.0, 1.0, 0.2533073170757906, 0.12074907304577427, 0.35367184407241714]"
00-00-23-03,3,00-00,['00-00-04-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.07291699907858784, 0.0752353495160244, 0.10518517396662766, 1.0, 1.0, 0.23346054956066664, 0.11108126437388871, 0.40212066350420467]"
00-00-24-04,4,00-00,['00-00-04-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.055154247503416964, 0.056048790689443566, 0.08275384129236218, 1.0, 1.0, 0.2090644872876185, 0.08699462820361706, 0.5099840050235417]"
00-00-25-00,0,00-00,['00-00-05-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.020910593092185743, 0.015702672030510418, 0.07253525072444043, 0.032920645442783156, 0.023151176256266275, 1.0, 0.12198781389816919, 0.7127918485556448]"
00-00-26-01,1,00-00,['00-00-05-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.058864070774504146, 0.043782537749060414, 0.13183183557314973, 0.10037669114819926, 0.0653011846537164, 1.0, 0.2845261806094968, 0.3153174994918732]"
00-00-27-02,2,00-00,['00-00-05-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.05494808626031384, 0.04158512469816404, 0.12176205109092532, 0.10463089148175399, 0.06581204170794468, 1.0, 0.23573682533425971, 0.3755249794266383]"
00-00-28-03,3,00-00,['00-00-05-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.07861377403162356, 0.05716871932311539, 0.13313753822475224, 0.117221290129586, 0.07778618803447232, 1.0, 0.3457178948475982, 0.1903545954088524]"
00-00-29-04,4,00-00,['00-00-05-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.04874120521385682, 0.036725465684554585, 0.11895712808601211, 0.08789233865318549, 0.05695437377285679, 1.0, 0.22871548382779544, 0.42201400476173884]"
00-00-30-00,0,00-00,['00-00-06-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[1.0, 0.3906497152371182, 1.0, 0.06701678179595082, 0.06605628347354744, 0.36308742731137134, 1.0, 0.1131897921820121]"
00-00-31-01,1,00-00,['00-00-06-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.36451194873946213, 0.05014872522619561, 1.0, 0.02276827645052487, 0.02095581004813126, 0.5031167298052275, 1.0, 0.03849850973045863]"
00-00-32-02,2,00-00,['00-00-06-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.6241363518844987, 0.006909173667073501, 0.3284083505275982, 0.0027128015563646613, 0.0025289886805884695, 0.030869513601680096, 1.0, 0.004434820082196492]"
00-00-33-03,3,00-00,['00-00-06-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.3249219538364716, 0.05294973010230785, 0.20680618838796685, 0.025294871320696716, 0.023102687518735718, 0.32812376512802655, 1.0, 0.03880080370579472]"
00-00-34-04,4,00-00,['00-00-06-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[1.0, 0.16164908380006804, 1.0, 0.05981898318914875, 0.05607852999320842, 0.6238920111357796, 1.0, 0.09856139188179514]"
00-00-35-00,0,00-00,['00-00-07-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.03419834597738109, 0.03180171487498341, 0.07666683654512017, 0.5775199213491303, 0.20788423745488344, 1.0, 0.07192894379850165, 1.0]"
00-00-36-01,1,00-00,['00-00-07-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.04114844315601857, 0.037091845275715254, 0.09159538712268787, 0.5668751673308341, 0.17091705173615002, 1.0, 0.09237210537859425, 1.0]"
00-00-37-02,2,00-00,['00-00-07-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.05188185455816665, 0.04882676370377576, 0.12970944600080522, 0.3833817468110234, 0.27623059242106923, 1.0, 0.10996959650515975, 1.0]"
00-00-38-03,3,00-00,['00-00-07-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.06751296770239892, 0.06284583920536138, 0.20481890559625532, 0.2757432865391763, 0.23554970318724325, 1.0, 0.15352929776956473, 1.0]"
00-00-39-04,4,00-00,['00-00-07-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.001115634331978005, 0.0010502291899686142, 0.002591597285549724, 0.012985788510609194, 0.007236358625348621, 0.9727053615754201, 0.0023150304811257374, 1.0]"
00-01-00-00,0,00-01,['00-01-00-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[1.0, 0.07929234703679458, 0.3251433359470992, 0.023524728368657242, 0.40227567355819577, 0.09038033055342533, 0.036895658802534266, 0.042487925733293394]"
00-01-01-01,1,00-01,['00-01-00-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[1.0, 0.15098349566555422, 1.0, 0.02452156140374468, 0.6250523379870413, 0.11308466657000919, 0.040969370273608946, 0.04538856810004153]"
00-01-02-02,2,00-01,['00-01-00-cub-r-10'],['pick up'],pick up cube,['cube'],"[1.0, 0.019762402534511742, 0.8386401620275062, 0.0047674867842346855, 0.10003356519839499, 0.02005336355537113, 0.007808935515435812, 0.0089340843845453]"
00-01-03-03,3,00-01,['00-01-00-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[1.0, 0.060201472880639664, 0.35799590720411606, 0.015232593688218552, 0.4490170540757601, 0.06759978814006662, 0.02339962432521725, 0.02655355968598176]"
00-01-04-04,4,00-01,['00-01-00-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[1.0, 0.17932064023978825, 0.37450517766070407, 0.04965977680867068, 1.0, 0.2586125658026834, 0.0653732305522996, 0.07252860893585386]"
00-01-05-00,0,00-01,['00-01-01-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.1012796552005385, 1.0, 0.1172502500386335, 0.1351090568276514, 1.0, 0.5338775531697438, 0.05917776280727434, 0.053305721956158375]"
00-01-06-01,1,00-01,['00-01-01-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.08831866886271987, 1.0, 0.10033278638500022, 0.10476866422005561, 1.0, 0.6145179144044921, 0.04830597770191563, 0.043755988425816364]"
00-01-07-02,2,00-01,['00-01-01-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.039279405582749796, 1.0, 0.04572718696979392, 0.08176440165663487, 0.6346922909281462, 0.14864070052519568, 0.026377623566640293, 0.023518390770839344]"
00-01-08-03,3,00-01,['00-01-01-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.04955965800533755, 1.0, 0.06304895472624997, 0.05287470736152514, 0.6216341185765808, 0.15481059941524047, 0.030683171117426657, 0.02738879079763948]"
00-01-09-04,4,00-01,['00-01-01-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.06948654029555006, 1.0, 0.09240002256372166, 0.07425281220922937, 0.4985477876572357, 0.17803384485852874, 0.04630198091092076, 0.04097701150481374]"
00-01-10-00,0,00-01,['00-01-02-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.10504825996859551, 0.07750127785843829, 1.0, 0.021886218708619766, 0.07298731951741087, 0.04191351345007398, 0.2568437889873047, 0.42381962150955693]"
00-01-11-01,1,00-01,['00-01-02-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.2064807587240327, 0.10902527488466827, 1.0, 0.03464618331677737, 0.11610544012620176, 0.06633606865021702, 0.4674062742981029, 1.0]"
00-01-12-02,2,00-01,['00-01-02-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.3186895890235165, 0.14573738753587737, 1.0, 0.03131254810102255, 0.1346213005243416, 0.07098963844925545, 0.13691246191243964, 0.16173707445354693]"
00-01-13-03,3,00-01,['00-01-02-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.25211590161139, 0.11648405116466064, 1.0, 0.029524620830529865, 0.11489632691813714, 0.06267984116219828, 0.17636382137292989, 0.24793543694015413]"
00-01-14-04,4,00-01,['00-01-02-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[1.0, 0.24054367529213352, 1.0, 0.04730467653699495, 0.2821463060596973, 0.129603498573345, 0.13726269579346134, 0.16313914774436783]"
00-01-15-00,0,00-01,['00-01-03-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.02807775034288284, 0.22342571826469237, 0.02841563377349678, 1.0, 0.573309345742746, 0.10976746723570939, 0.01939860587548386, 0.017605478764988698]"
00-01-16-01,1,00-01,['00-01-03-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.05828110249187785, 0.24749300732286894, 0.060462846497310076, 1.0, 0.39365079566765804, 0.15642142516989743, 0.043976084316597955, 0.03971473853378982]"
00-01-17-02,2,00-01,['00-01-03-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.023312866787464564, 0.10625406455551505, 0.02261514804943457, 1.0, 0.7257343078888835, 0.09227177694179994, 0.015560416220549435, 0.014251419556353109]"
00-01-18-03,3,00-01,['00-01-03-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.03444034215626911, 0.2768761789531934, 0.03535390493019509, 1.0, 0.4835620991830298, 0.12339365714061787, 0.024344487510848178, 0.02202933012584661]"
00-01-19-04,4,00-01,['00-01-03-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.027656548416551043, 0.14119637118755424, 0.027213937475571597, 1.0, 0.6610224607300038, 0.10704542198804479, 0.01874745353107003, 0.017117806671204466]"
00-01-20-00,0,00-01,['00-01-04-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.17307145597840876, 1.0, 0.13412194802335137, 0.5555434343452619, 1.0, 1.0, 0.07066771761755047, 0.06659544403542744]"
00-01-21-01,1,00-01,['00-01-04-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.31662780473776936, 1.0, 0.18789125011039542, 0.3206344706779249, 1.0, 1.0, 0.08906475381346232, 0.08578172066044798]"
00-01-22-02,2,00-01,['00-01-04-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.20279606405224637, 0.5228079490664147, 0.088642938570616, 0.10515629292755307, 1.0, 1.0, 0.04065771871258055, 0.039939036670589255]"
00-01-23-03,3,00-01,['00-01-04-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.23102927764750122, 0.466383628127154, 0.09833733761592427, 0.1140957839198675, 1.0, 1.0, 0.04542218318751325, 0.04473178950203984]"
00-01-24-04,4,00-01,['00-01-04-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.08133977058450675, 0.7422680852262304, 0.0469440196321507, 0.0843866056555026, 1.0, 1.0, 0.02291003605245134, 0.022151482849158008]"
00-01-25-00,0,00-01,['00-01-05-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.10102089436939016, 0.6398568866637215, 0.06197182360242809, 0.13529640220146252, 1.0, 1.0, 0.031491076461853305, 0.030362916701144455]"
00-01-26-01,1,00-01,['00-01-05-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.15732409033837297, 0.626565925026056, 0.07016923560033494, 0.08323744790478117, 1.0, 1.0, 0.03167404109442034, 0.03102926003603425]"
00-01-27-02,2,00-01,['00-01-05-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.3246852720947778, 1.0, 0.1987282520250067, 0.2989061020156561, 1.0, 1.0, 0.09066959570256992, 0.08701077816198943]"
00-01-28-03,3,00-01,['00-01-05-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.27253601788226983, 1.0, 0.19219313964635645, 0.357670347277685, 1.0, 1.0, 0.0910915036452009, 0.08650899154848767]"
00-01-29-04,4,00-01,['00-01-05-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.32982424144549166, 1.0, 0.19496548271715233, 0.2990272462789356, 1.0, 1.0, 0.08978222242454696, 0.08640080713387344]"
00-01-30-00,0,00-01,['00-01-06-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.13159950912266882, 0.13541852314888636, 0.4464503942472153, 0.05971132216411385, 0.13901929503306315, 0.08780095628405246, 1.0, 1.0]"
00-01-31-01,1,00-01,['00-01-06-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.12911040987439687, 0.1375720355888113, 0.4472014617105986, 0.05981809497404259, 0.1386030576917062, 0.0876949401604444, 1.0, 1.0]"
00-01-32-02,2,00-01,['00-01-06-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.031549539578807816, 0.03693243018592988, 0.08555527709635469, 0.016603631341034826, 0.03638253449984524, 0.023325157198240912, 1.0, 0.7696514300997866]"
00-01-33-03,3,00-01,['00-01-06-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.1044603719537156, 0.10450866534550576, 0.5767271156110003, 0.043094835423621816, 0.10538368008838717, 0.06582533157776936, 1.0, 1.0]"
00-01-34-04,4,00-01,['00-01-06-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.12340702699607838, 0.1363902474439663, 0.46388348752411723, 0.0575821643683216, 0.1339873264484517, 0.08474974721906488, 1.0, 1.0]"
00-01-35-00,0,00-01,['00-01-07-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.12084523121380161, 0.12363145942187212, 0.498639569452472, 0.05268426698136009, 0.12538334466689666, 0.07881612826359756, 1.0, 1.0]"
00-01-36-01,1,00-01,['00-01-07-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.12641240435781584, 0.10887255554194232, 0.5236469996952112, 0.04796084386517344, 0.11922991169870344, 0.07387728484115377, 1.0, 1.0]"
00-01-37-02,2,00-01,['00-01-07-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.09448203595567703, 0.07720450398238503, 0.6594929889569524, 0.0326517959465404, 0.08437957626424869, 0.05178909889419651, 1.0, 1.0]"
00-01-38-03,3,00-01,['00-01-07-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.09342767177399244, 0.0786665703887322, 0.6576495059773201, 0.03310028524826906, 0.08490668171869611, 0.05224928489299014, 1.0, 1.0]"
00-01-39-04,4,00-01,['00-01-07-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.06836811151940819, 0.06101835337152486, 0.7432547451466167, 0.02473237213026652, 0.06349141806446304, 0.039134999767720585, 1.0, 1.0]"
00-02-00-00,0,00-02,['00-02-00-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[1.0, 0.16759947610856943, 0.15733174032095587, 1.0, 0.21277714247331858, 0.10118486530395969, 0.1005687371261023, 0.2605380386670942]"
00-02-01-01,1,00-02,['00-02-00-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[1.0, 0.004773678419098345, 0.003363139370773738, 0.9769720250404876, 0.004889037746415028, 0.002320919918507524, 0.002447233548217352, 0.005233965956500332]"
00-02-02-02,2,00-02,['00-02-00-cub-r-10'],['pick up'],pick up cube,['cube'],"[1.0, 0.1519786955555137, 0.14593211564303363, 1.0, 0.2848964074489356, 0.09400988061219377, 0.09809291483237542, 0.22508998590794801]"
00-02-03-03,3,00-02,['00-02-00-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[1.0, 0.30061674818800105, 0.10316853146865829, 1.0, 0.2749382327358207, 0.07883835306129745, 0.10093111063081327, 0.14150702391540923]"
00-02-04-04,4,00-02,['00-02-00-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[1.0, 0.24491797401014384, 0.13288917939748726, 1.0, 0.22200876710175674, 0.09590496976792615, 0.10754757593412254, 0.19673153378856353]"
00-02-05-00,0,00-02,['00-02-01-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.33686365270728946, 1.0, 0.04611730171908774, 0.2891583249217121, 0.14995424128197732, 0.0429777226139338, 0.07870969693257078, 0.05621905982342885]"
00-02-06-01,1,00-02,['00-02-01-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.26416645161111113, 1.0, 0.0680917513770857, 0.21560756021111088, 0.18058840201743515, 0.06596556670220706, 0.12394708199496443, 0.08163318608608569]"
00-02-07-02,2,00-02,['00-02-01-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.2651103639448005, 1.0, 0.05686056902230504, 0.25437821064232075, 0.19095405521619774, 0.05474144068722009, 0.10985939559561485, 0.06809596489154111]"
00-02-08-03,3,00-02,['00-02-01-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.2720624472215648, 1.0, 0.06005860171488148, 0.24134762106635257, 0.18437015992433226, 0.057749445734588595, 0.11232298929116989, 0.0720887350471104]"
00-02-09-04,4,00-02,['00-02-01-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.23184883131597292, 1.0, 0.05988647522116514, 0.23706097079053626, 0.2133101773300211, 0.05887821441285834, 0.12812276177019674, 0.07089256915924941]"
00-02-10-00,0,00-02,['00-02-02-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.007957368057169383, 0.0024340668664460897, 1.0, 0.005473458487686798, 0.005258650451415007, 0.9749768579159269, 0.0038995982213558896, 1.0]"
00-02-11-01,1,00-02,['00-02-02-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.03266376825058157, 0.008703706073481527, 1.0, 0.02234646331190268, 0.02049258692681821, 0.9018563934171391, 0.013937082020076947, 1.0]"
00-02-12-02,2,00-02,['00-02-02-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.24154230905519053, 0.04797452821644571, 1.0, 0.13984692684459943, 0.10998221456312035, 0.39114675992334236, 0.06950726139730162, 1.0]"
00-02-13-03,3,00-02,['00-02-02-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.28332866193594614, 0.09933491451169978, 1.0, 0.21411797802397792, 0.22681570765633458, 1.0, 0.1764027378720415, 1.0]"
00-02-14-04,4,00-02,['00-02-02-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.2099672434831704, 0.04607775650067534, 1.0, 0.1255459841191565, 0.10314715896889008, 0.4476530014467405, 0.0676088554813671, 1.0]"
00-02-15-00,0,00-02,['00-02-03-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[1.0, 0.1707327200246786, 0.0901277402980325, 1.0, 0.46326072872589835, 0.0674050723828146, 0.08804768445142823, 0.12042605411714785]"
00-02-16-01,1,00-02,['00-02-03-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[1.0, 0.27233290148870287, 0.17081911021671928, 1.0, 1.0, 0.13705129546115116, 0.2110839016898463, 0.2087127911435803]"
00-02-17-02,2,00-02,['00-02-03-cub-r-10'],['pick up'],pick up cube,['cube'],"[1.0, 0.29190959887015977, 0.16838737144205065, 1.0, 1.0, 0.13281040437776723, 0.1966062602304848, 0.21028636507953755]"
00-02-18-03,3,00-02,['00-02-03-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[1.0, 0.31759094373522345, 0.1577985583868963, 1.0, 1.0, 0.1280512341699824, 0.20196759096090156, 0.19459167274699615]"
00-02-19-04,4,00-02,['00-02-03-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.7542172859460401, 0.11385270093871945, 0.02650243791167045, 1.0, 1.0, 0.023808598562250545, 0.05019605308708268, 0.03142292355423687]"
00-02-20-00,0,00-02,['00-02-04-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.1082403096477335, 0.06619636507462714, 0.05652737543231043, 0.643067813560643, 1.0, 0.06845668626317764, 1.0, 0.057511450021508315]"
00-02-21-01,1,00-02,['00-02-04-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.05415963268767162, 0.02561552943395089, 0.032797015715791515, 0.47141405126822816, 1.0, 0.04055820534620312, 0.3435751239501448, 0.031880441598009845]"
00-02-22-02,2,00-02,['00-02-04-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.08220027584825523, 0.04800104637225765, 0.03682353961831055, 1.0, 1.0, 0.04197213409118395, 0.7528190510352092, 0.038183953034783356]"
00-02-23-03,3,00-02,['00-02-04-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.1827564723864171, 0.10328149615877652, 0.0675810690431725, 1.0, 1.0, 0.07289025035096049, 0.5017742351914493, 0.07171647686922418]"
00-02-24-04,4,00-02,['00-02-04-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.1007418560429072, 0.06941077356026801, 0.03999550903624005, 1.0, 1.0, 0.044381164794235727, 0.7029910816489752, 0.04247961491737384]"
00-02-25-00,0,00-02,['00-02-05-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.05835590523343499, 0.026334422194070655, 0.5558813962455016, 0.052887037739922226, 0.07409621151450471, 1.0, 0.06785069257171655, 0.16459433450084926]"
00-02-26-01,1,00-02,['00-02-05-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.10182559758673371, 0.04209076561050789, 1.0, 0.08798565705200707, 0.11186038081034932, 1.0, 0.09413594842302583, 0.5621016505173763]"
00-02-27-02,2,00-02,['00-02-05-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.08804425180962931, 0.04219038500821227, 0.37683759204304, 0.07617401984304513, 0.10047423680833745, 1.0, 0.09977981898408382, 0.21649969550365206]"
00-02-28-03,3,00-02,['00-02-05-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.07586337456316081, 0.03534963128362389, 0.44191383382064947, 0.06793262970875114, 0.09414812257041001, 1.0, 0.09027053100580333, 0.19452187704760135]"
00-02-29-04,4,00-02,['00-02-05-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.013422932383365335, 0.005859539479587178, 0.8905553927322182, 0.011700203906754674, 0.015292488583909867, 1.0, 0.013627231258095372, 0.04954221165606939]"
