id,type,scene_id,target_objs_id,target_actions,language_sentence,language_words_op,gpointing_obj_probs
00-00-16-01,1,00-00,['00-00-03-cyl-r-10'],['pick up'],pick up red big cylinder,"['red', 'big', 'cylinder']","[0.08221841610055554, 0.08197875887234263, 1.0, 1.0, 0.04876765608123032, 0.056649716605099994, 0.6412564826664713, 0.08912896967430024]"
00-00-17-02,2,00-00,['00-00-03-cyl-r-10'],['pick up'],pick up cylinder,['cylinder'],"[0.12633380117331316, 0.14778686721181453, 0.37016667107193457, 1.0, 0.06391362540530261, 0.06848134849941052, 0.1296273992646777, 0.09369028737354705]"
00-00-18-03,3,00-00,['00-00-03-cyl-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.22391047483140203, 0.18416787530880718, 1.0, 1.0, 0.08425859194465656, 0.11882368022763949, 0.2008455643822314, 0.18799381330526327]"
00-00-19-04,4,00-00,['00-00-03-cyl-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.22293489105606973, 0.1780493530342205, 1.0, 1.0, 0.08274251578358938, 0.11960299783538227, 0.2031833252630186, 0.19348691702771956]"
00-00-20-00,0,00-00,['00-00-04-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.24203320613696114, 1.0, 0.1356642916610086, 0.16875963730586907, 1.0, 0.1942831152994386, 0.0926007123528978, 0.1666590372438248]"
00-00-21-01,1,00-00,['00-00-04-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.24358068613467007, 1.0, 0.13503022682324323, 0.1679502208422475, 1.0, 0.1950542309436714, 0.09185239369305274, 0.16653224156311494]"
00-00-22-02,2,00-00,['00-00-04-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.27569602085186007, 1.0, 0.12428913351933354, 0.16450262481906386, 1.0, 0.19701007663680276, 0.08092272336729991, 0.15757942080563983]"
00-00-23-03,3,00-00,['00-00-04-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.08906501206639007, 0.5989776110590278, 0.05762356906491383, 0.06889478124427424, 1.0, 0.07587773327332326, 0.040889357506319945, 0.06867193578575087]"
00-00-24-04,4,00-00,['00-00-04-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.06554529468952419, 0.7136554974965534, 0.040288030539123554, 0.04844646621455807, 1.0, 0.05512515292719723, 0.028108220059635886, 0.04883133807340783]"
00-00-25-00,0,00-00,['00-00-05-cub-y-10'],['pick up'],pick up yellow cube,"['yellow', 'cube']","[1.0, 0.1672118498854297, 0.031264426520896865, 0.030338133307268738, 0.02475926106252181, 1.0, 0.01103229907030673, 0.7353940301535762]"
00-00-26-01,1,00-00,['00-00-05-cub-y-10'],['pick up'],pick up yellow big cube,"['yellow', 'big', 'cube']","[1.0, 0.5415647678471848, 0.1548180822698159, 0.14450594448538046, 0.10740153962733064, 1.0, 0.05170966577028825, 1.0]"
00-00-27-02,2,00-00,['00-00-05-cub-y-10'],['pick up'],pick up cube,['cube'],"[1.0, 0.2909633520553699, 0.29010085603191044, 0.19115914559548428, 0.14001934299431476, 1.0, 0.08775730332292059, 1.0]"
00-00-28-03,3,00-00,['00-00-05-cub-y-10'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[1.0, 0.3344532597560445, 0.2628733768706913, 0.1912760938815811, 0.13287215050601223, 1.0, 0.0785251189856709, 1.0]"
00-00-29-04,4,00-00,['00-00-05-cub-y-10'],['pick up'],pick up yellow big solid,"['yellow', 'big', 'solid']","[1.0, 0.36811804402332277, 0.2241027143561936, 0.1724198594223319, 0.1547599733102007, 1.0, 0.08059940888795117, 1.0]"
00-00-30-00,0,00-00,['00-00-06-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.016987476615112938, 0.01705627256456204, 0.8416872136440982, 0.06850251335236003, 0.014067336647362375, 0.015617402768919056, 1.0, 0.026081784407585497]"
00-00-31-01,1,00-00,['00-00-06-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.05564754256578209, 0.05892678712373224, 0.4741245771665637, 0.23163110700445205, 0.04985876037782379, 0.05044231913486797, 1.0, 0.079368906626778]"
00-00-32-02,2,00-00,['00-00-06-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.10437027809372171, 0.103202845087937, 1.0, 0.44946538356187193, 0.08403649667437298, 0.09581671215106426, 1.0, 0.16310828443103215]"
00-00-33-03,3,00-00,['00-00-06-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.053511704825216104, 0.05720787693137884, 0.4498781363279428, 0.26894706357134096, 0.047952516493575674, 0.04784161538175833, 1.0, 0.07466108646878729]"
00-00-34-04,4,00-00,['00-00-06-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.08425145757806425, 0.09665704780898672, 0.2931378385134054, 0.24879452957803683, 0.08855636494320798, 0.0768701663312553, 1.0, 0.11173259524704349]"
00-00-35-00,0,00-00,['00-00-07-cub-y-10'],['pick up'],pick up yellow cube,"['yellow', 'cube']","[1.0, 0.2219035454766812, 0.38749380201556244, 0.2017733016799559, 0.10797018981585298, 1.0, 0.08085916101194757, 1.0]"
00-00-36-01,1,00-00,['00-00-07-cub-y-10'],['pick up'],pick up yellow big cube,"['yellow', 'big', 'cube']","[0.1493701294717036, 0.07213408895451875, 0.2580174130493983, 0.08103950929087764, 0.04729822358090177, 0.34745259277861285, 0.04468804287398703, 1.0]"
00-00-37-02,2,00-00,['00-00-07-cub-y-10'],['pick up'],pick up cube,['cube'],"[0.1032602431853421, 0.04064467701201099, 0.10422963672497641, 0.04147807770499092, 0.02525941014722979, 0.6634674208701784, 0.02166053435527141, 1.0]"
00-00-38-03,3,00-00,['00-00-07-cub-y-10'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.054243813760611624, 0.012683920370122774, 0.05350124680702548, 0.015407960825589631, 0.0070885865785735545, 0.8506314992359979, 0.006442972422079013, 1.0]"
00-00-39-04,4,00-00,['00-00-07-cub-y-10'],['pick up'],pick up yellow big solid,"['yellow', 'big', 'solid']","[0.10970367884672227, 0.04505891967503588, 0.110867758260551, 0.045324178816080064, 0.028319153842599247, 0.6365973555018752, 0.024128955057136466, 1.0]"
00-01-00-00,0,00-01,['00-01-00-cub-y-10'],['pick up'],pick up yellow cube,"['yellow', 'cube']","[1.0, 0.6057520411432993, 0.1909482925607915, 1.0, 0.04702475805902367, 0.039164210738451874, 0.03232627837573703, 0.0847844191226964]"
00-01-01-01,1,00-01,['00-01-00-cub-y-10'],['pick up'],pick up yellow big cube,"['yellow', 'big', 'cube']","[1.0, 0.05374681139739679, 0.8960201227473917, 1.0, 0.01390325880463155, 0.00873342201488859, 0.007893219135040439, 0.019703165900651014]"
00-01-02-02,2,00-01,['00-01-00-cub-y-10'],['pick up'],pick up cube,['cube'],"[1.0, 0.32824445096375354, 1.0, 1.0, 0.26689134881546417, 0.09705794517957549, 0.09701865725789821, 0.21078759778330852]"
00-01-03-03,3,00-01,['00-01-00-cub-y-10'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[1.0, 0.5183748118395294, 1.0, 1.0, 0.1402368040515759, 0.08315017907973378, 0.07547446242070283, 0.18276374260845815]"
00-01-04-04,4,00-01,['00-01-00-cub-y-10'],['pick up'],pick up yellow big solid,"['yellow', 'big', 'solid']","[1.0, 0.2298561349774355, 0.419657182956969, 1.0, 0.06981727232855627, 0.05803929889439403, 0.05264591380329528, 0.16998419703934983]"
00-01-05-00,0,00-01,['00-01-01-cub-y-10'],['pick up'],pick up yellow cube,"['yellow', 'cube']","[0.23451284624723345, 1.0, 0.1192281450513523, 0.38764835942025044, 0.0730779842169753, 0.06306510242388784, 0.04412942695734661, 0.07833813568295411]"
00-01-06-01,1,00-01,['00-01-01-cub-y-10'],['pick up'],pick up yellow big cube,"['yellow', 'big', 'cube']","[0.19659329217366223, 1.0, 0.0870683827337254, 0.5102388086301994, 0.052978129512535894, 0.0520055689703367, 0.035386151702127826, 0.06572966627741246]"
00-01-07-02,2,00-01,['00-01-01-cub-y-10'],['pick up'],pick up cube,['cube'],"[0.14377115953843742, 1.0, 0.05566004569040766, 0.6670804018346213, 0.03304038854474419, 0.03377252903944738, 0.022864597368188008, 0.043810877984153944]"
00-01-08-03,3,00-01,['00-01-01-cub-y-10'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.2013043343821755, 1.0, 0.09578564147848456, 0.4701503163623925, 0.05965057410378458, 0.05930340092482585, 0.04007797939840774, 0.07372775334992938]"
00-01-09-04,4,00-01,['00-01-01-cub-y-10'],['pick up'],pick up yellow big solid,"['yellow', 'big', 'solid']","[0.236965748551545, 1.0, 0.1079021537721794, 0.42774243950408947, 0.06387757068051222, 0.05502629639330216, 0.03869236861400408, 0.0697934224843675]"
00-01-10-00,0,00-01,['00-01-02-cyl-r-10'],['pick up'],pick up red cylinder,"['red', 'cylinder']","[1.0, 0.11120889017908096, 1.0, 0.2643340878456486, 0.46234800651166785, 0.04215525976491487, 0.04334799862319092, 0.07660575707549673]"
00-01-11-01,1,00-01,['00-01-02-cyl-r-10'],['pick up'],pick up red big cylinder,"['red', 'big', 'cylinder']","[0.6051855101009868, 0.08831605640723063, 1.0, 0.1557221168425035, 1.0, 0.040075003402078764, 0.04209793516585682, 0.06860337808134376]"
00-01-12-02,2,00-01,['00-01-02-cyl-r-10'],['pick up'],pick up cylinder,['cylinder'],"[1.0, 0.10291739020304617, 1.0, 0.4353430162491714, 0.26330666295130917, 0.04678608820925137, 0.051614583493825715, 0.10003225889339598]"
00-01-13-03,3,00-01,['00-01-02-cyl-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.6043674922898746, 0.09246497001504503, 1.0, 0.15529236846928457, 1.0, 0.03987481011169881, 0.041143741684875945, 0.06685661742922107]"
00-01-14-04,4,00-01,['00-01-02-cyl-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.45248390727440374, 0.12370877348103985, 1.0, 0.19786729939090747, 1.0, 0.060870590839884046, 0.06436889256749066, 0.10070053644627419]"
00-01-15-00,0,00-01,['00-01-03-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[1.0, 0.37782949912646724, 0.19140647427344526, 1.0, 0.06811454348140124, 0.0774752359775153, 0.06206767591639292, 0.22310657122477803]"
00-01-16-01,1,00-01,['00-01-03-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[1.0, 0.4776240495193789, 0.11897116223629402, 1.0, 0.05791468625685612, 0.084996497170853, 0.05873433489267921, 0.20175926992393867]"
00-01-17-02,2,00-01,['00-01-03-cub-r-10'],['pick up'],pick up cube,['cube'],"[1.0, 0.39449107720785936, 0.16717484480604058, 1.0, 0.06577394772873497, 0.08074702457123019, 0.06249867149611116, 0.22931443419002384]"
00-01-18-03,3,00-01,['00-01-03-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[1.0, 0.47065573452906406, 0.14145565539841745, 1.0, 0.059966426975532276, 0.07628881665378662, 0.05682099250454445, 0.19481237393865522]"
00-01-19-04,4,00-01,['00-01-03-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[1.0, 0.38085551591322486, 0.13768714914485694, 1.0, 0.06353864231927962, 0.09223276804489733, 0.0662892008444601, 0.25939672373328104]"
00-01-20-00,0,00-01,['00-01-04-cyl-r-10'],['pick up'],pick up red cylinder,"['red', 'cylinder']","[0.2721797064901858, 0.1726963662468382, 1.0, 0.21060785453104405, 1.0, 0.1005814083068918, 0.10222852046862121, 0.14170614395641923]"
00-01-21-01,1,00-01,['00-01-04-cyl-r-10'],['pick up'],pick up red big cylinder,"['red', 'big', 'cylinder']","[0.0728697003497448, 0.04945250581229008, 0.6911540434596231, 0.06286941851305328, 1.0, 0.035700023587510954, 0.03827079667592017, 0.04968351160185765]"
00-01-22-02,2,00-01,['00-01-04-cyl-r-10'],['pick up'],pick up cylinder,['cylinder'],"[0.29997259785723424, 0.1802243087769588, 1.0, 0.21250882378711686, 1.0, 0.09025390718958183, 0.08901522217343093, 0.12802514021567743]"
00-01-23-03,3,00-01,['00-01-04-cyl-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.09370262177948602, 0.06955956660665244, 0.6042103444325172, 0.08100132969968742, 1.0, 0.045473823728875234, 0.04571374969030178, 0.06033856406248006]"
00-01-24-04,4,00-01,['00-01-04-cyl-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.28589616783741945, 0.1765676598747365, 1.0, 0.21189457214024002, 1.0, 0.09536247357542896, 0.09542449349926808, 0.1348546330729069]"
00-01-25-00,0,00-01,['00-01-05-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.08259983880391504, 0.07962597138740908, 0.07568027016431089, 0.12303741834094324, 0.06552068033354215, 1.0, 0.24355130600623687, 0.32998451496364267]"
00-01-26-01,1,00-01,['00-01-05-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.05685804238022199, 0.053174798596376444, 0.04796079555323961, 0.09535187800738723, 0.038930016921493275, 1.0, 0.15431984905126275, 0.5534046194900187]"
00-01-27-02,2,00-01,['00-01-05-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.08072080404374213, 0.0787311350967626, 0.06987196533958767, 0.12922984909342833, 0.05828875251820312, 1.0, 0.18885541746127715, 0.39430207644699905]"
00-01-28-03,3,00-01,['00-01-05-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.08912430184472754, 0.08935159883572126, 0.07675916422905596, 0.14287204329062697, 0.06423657102623938, 1.0, 0.17890118796276544, 0.35875513281086346]"
00-01-29-04,4,00-01,['00-01-05-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.09413605270463912, 0.09619190055486973, 0.08086239715608823, 0.15085926630068158, 0.06783459119792702, 1.0, 0.17275384075024708, 0.33736195133554725]"
00-01-30-00,0,00-01,['00-01-06-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.13295326735264298, 0.08870839104883611, 0.13639584774002927, 0.18742639423431223, 0.10556229102925836, 0.34895380859492114, 1.0, 1.0]"
00-01-31-01,1,00-01,['00-01-06-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.12126722916887825, 0.08608059515785291, 0.12545232017806476, 0.16865766715924357, 0.1017082295115526, 0.396833958824408, 1.0, 1.0]"
00-01-32-02,2,00-01,['00-01-06-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.022664726421718177, 0.016338738870347903, 0.023836063758734018, 0.031035416496127042, 0.01970845955022258, 0.07256290704160422, 1.0, 0.813853687861246]"
00-01-33-03,3,00-01,['00-01-06-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.048834925124840695, 0.036052894990383534, 0.052069176878699414, 0.06593094131566876, 0.044132230017246116, 0.15830531348039487, 1.0, 0.5946745181927666]"
00-01-34-04,4,00-01,['00-01-06-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.13317436752190473, 0.08532774897365471, 0.12871968162632375, 0.19895853732607638, 0.09473685357114466, 0.35908281098089595, 1.0, 1.0]"
00-01-35-00,0,00-01,['00-01-07-cub-y-10'],['pick up'],pick up yellow cube,"['yellow', 'cube']","[0.07351285369335843, 0.04398991654423271, 0.049667382646804946, 0.2052558969990632, 0.03226949036890885, 0.2355616830645028, 0.359742776683129, 1.0]"
00-01-36-01,1,00-01,['00-01-07-cub-y-10'],['pick up'],pick up yellow big cube,"['yellow', 'big', 'cube']","[0.276881081112807, 0.09213329221642466, 0.13145715953778309, 1.0, 0.06799356430641636, 0.16405442273859105, 0.26748048008797803, 1.0]"
00-01-37-02,2,00-01,['00-01-07-cub-y-10'],['pick up'],pick up cube,['cube'],"[0.13089918352154842, 0.07689091163737799, 0.10324150254884677, 0.25564408780069203, 0.06863164588431546, 0.36469266860721933, 1.0, 1.0]"
00-01-38-03,3,00-01,['00-01-07-cub-y-10'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.02226036899978556, 0.01360215683097018, 0.016058851262972632, 0.05215839665797291, 0.010656175886615264, 0.08439889762333325, 0.8008651527383502, 1.0]"
00-01-39-04,4,00-01,['00-01-07-cub-y-10'],['pick up'],pick up yellow big solid,"['yellow', 'big', 'solid']","[0.07570096097126922, 0.047118342953648557, 0.05084716394462685, 0.2162323593946962, 0.03343441589515296, 0.29371168866354397, 0.2829550681770624, 1.0]"
00-02-00-00,0,00-02,['00-02-00-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[1.0, 0.031247609943726048, 1.0, 0.06552398303433574, 0.37146799255661656, 0.032237993273129054, 0.13151974963856375, 0.3680026715536288]"
00-02-01-01,1,00-02,['00-02-00-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[1.0, 0.020108829405138855, 0.40253970465779326, 0.041254891640228865, 0.37824140036499665, 0.02271821977620879, 0.06263432218486521, 0.07250263197076844]"
00-02-02-02,2,00-02,['00-02-00-cub-r-10'],['pick up'],pick up cube,['cube'],"[1.0, 0.021206663882862117, 1.0, 0.05004385334398764, 0.6714427908990097, 0.02216698557498172, 0.06987950670529079, 0.16526019959386806]"
00-02-03-03,3,00-02,['00-02-00-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[1.0, 0.020562689337444453, 1.0, 0.05006405895717916, 0.4671765840231165, 0.020742253311465054, 0.06828090533737693, 0.37317350903341784]"
00-02-04-04,4,00-02,['00-02-00-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[1.0, 0.04768354916661734, 1.0, 0.08244051606783129, 0.36342036861305715, 0.05379187595392876, 0.250724805037638, 0.20193888516092748]"
00-02-05-00,0,00-02,['00-02-01-cyl-r-10'],['pick up'],pick up red cylinder,"['red', 'cylinder']","[0.08246993622205918, 1.0, 0.21974706947149625, 0.07490706250698569, 0.0878227384751815, 1.0, 0.2630698565829003, 0.271983336741377]"
00-02-06-01,1,00-02,['00-02-01-cyl-r-10'],['pick up'],pick up red big cylinder,"['red', 'big', 'cylinder']","[0.09009007267481216, 1.0, 0.21166649429862144, 0.09430674993256156, 0.10497617605832231, 1.0, 0.18464924508339806, 0.3143112619522846]"
00-02-07-02,2,00-02,['00-02-01-cyl-r-10'],['pick up'],pick up cylinder,['cylinder'],"[0.039771268057986704, 1.0, 0.08899046434773067, 0.04416730772000257, 0.048070557100278445, 0.5670525048444242, 0.07189433947494445, 0.1400535584546331]"
00-02-08-03,3,00-02,['00-02-01-cyl-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.04766330185422172, 1.0, 0.1486422211119685, 0.0507124993932477, 0.054682714732370984, 0.26197348159044453, 0.09489270150653231, 0.3414330798112144]"
00-02-09-04,4,00-02,['00-02-01-cyl-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.001925449262864606, 1.0, 0.004754401970021812, 0.0019816241330571603, 0.002212066092861402, 0.9778447308909132, 0.004129535822879927, 0.0071521918274018515]"
00-02-10-00,0,00-02,['00-02-02-cub-y-10'],['pick up'],pick up yellow cube,"['yellow', 'cube']","[0.37834054500359376, 0.09173373590409031, 1.0, 0.11432889544162371, 0.1498612922554634, 0.06537642051056479, 0.20035911088466413, 1.0]"
00-02-11-01,1,00-02,['00-02-02-cub-y-10'],['pick up'],pick up yellow big cube,"['yellow', 'big', 'cube']","[0.4321185859431603, 0.0746370600047494, 1.0, 0.131138393343362, 0.17170047118859344, 0.05544719129260608, 0.13495829822752864, 1.0]"
00-02-12-02,2,00-02,['00-02-02-cub-y-10'],['pick up'],pick up cube,['cube'],"[0.5087271546271901, 0.06550295687372215, 1.0, 0.09663374622090388, 0.1335956059627574, 0.048874521744952305, 0.14666601457047407, 1.0]"
00-02-13-03,3,00-02,['00-02-02-cub-y-10'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.4436676134114075, 0.07739136767513355, 1.0, 0.10781231577821473, 0.1451952458598931, 0.056710009938027425, 0.16922344733732364, 1.0]"
00-02-14-04,4,00-02,['00-02-02-cub-y-10'],['pick up'],pick up yellow big solid,"['yellow', 'big', 'solid']","[0.4211220095804254, 0.08047404841151021, 1.0, 0.09356980684231278, 0.12773899869612948, 0.058257676358241264, 0.21883746011138083, 1.0]"
00-02-15-00,0,00-02,['00-02-03-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.024933570964980896, 0.014643591207291756, 0.03441408595135154, 1.0, 0.8237199660754406, 0.013092912993174355, 0.01386697220251138, 0.0753289006052494]"
00-02-16-01,1,00-02,['00-02-03-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.004085305595930885, 0.002352745556411207, 0.005497449404407573, 1.0, 0.97230348324542, 0.002118784429331516, 0.0022468536564418315, 0.011395378112056865]"
00-02-17-02,2,00-02,['00-02-03-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.05315398716327099, 0.03493089765501226, 0.06684710832220511, 1.0, 0.6672594740405122, 0.032215703431743806, 0.03228242636418578, 0.11331040302306974]"
00-02-18-03,3,00-02,['00-02-03-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.15569447992711868, 0.08557889626092671, 0.20238452325639372, 1.0, 1.0, 0.07781591780410439, 0.08316148393935065, 0.3953646988121059]"
00-02-19-04,4,00-02,['00-02-03-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.15992354716943644, 0.07766180051154264, 0.2048820536503253, 1.0, 1.0, 0.07082927602878607, 0.07824864518191801, 0.40845467745799163]"
00-02-20-00,0,00-02,['00-02-04-cub-y-10'],['pick up'],pick up yellow cube,"['yellow', 'cube']","[0.1366876702430981, 0.02468514393455298, 0.07832152512991372, 0.6182035608529487, 1.0, 0.02499624375042065, 0.03166475383733501, 0.08544110225173085]"
00-02-21-01,1,00-02,['00-02-04-cub-y-10'],['pick up'],pick up yellow big cube,"['yellow', 'big', 'cube']","[0.14292624497611803, 0.037054248524811775, 0.09758433584860698, 0.5303409214545359, 1.0, 0.038017742493839504, 0.04564597589730201, 0.10843053080478574]"
00-02-22-02,2,00-02,['00-02-04-cub-y-10'],['pick up'],pick up cube,['cube'],"[0.31009521381675614, 0.06521084434904939, 0.2170439234748814, 1.0, 1.0, 0.06430770912793453, 0.08043708845743028, 0.2629052207739483]"
00-02-23-03,3,00-02,['00-02-04-cub-y-10'],['pick up'],pick up yellow solid,"['yellow', 'solid']","[0.256833890211144, 0.07842352608659986, 0.21739627304266662, 1.0, 1.0, 0.07713674730975349, 0.09093097598882434, 0.27927858736101185]"
00-02-24-04,4,00-02,['00-02-04-cub-y-10'],['pick up'],pick up yellow big solid,"['yellow', 'big', 'solid']","[0.2774828711033972, 0.07388848988150386, 0.21733330992893907, 1.0, 1.0, 0.07297871820164484, 0.0880126653598382, 0.2703039455246769]"
00-02-25-00,0,00-02,['00-02-05-cyl-r-10'],['pick up'],pick up red cylinder,"['red', 'cylinder']","[0.10007971900067887, 1.0, 0.19235172369131975, 0.08745714510858475, 0.10810530514230815, 1.0, 0.30999553109283423, 0.2020105759642743]"
00-02-26-01,1,00-02,['00-02-05-cyl-r-10'],['pick up'],pick up red big cylinder,"['red', 'big', 'cylinder']","[0.11009542675026435, 1.0, 0.19303134445744505, 0.1023981951758954, 0.1251777648046319, 1.0, 0.2587836827764923, 0.21051358603527118]"
00-02-27-02,2,00-02,['00-02-05-cyl-r-10'],['pick up'],pick up cylinder,['cylinder'],"[0.10589040994160948, 1.0, 0.19894162896215312, 0.10212045607369075, 0.12145693782114615, 1.0, 0.24172179559083345, 0.22986877161056696]"
